fare_id,price,currency_type,payment_method,transfers
68-85,28.15,CAD,1,
84-68,30.55,CAD,1,
68-84,30.55,CAD,1,
83-68,28.40,CAD,1,
68-83,28.40,CAD,1,
82-68,25.95,CAD,1,
68-82,25.95,CAD,1,
81-68,25.15,CAD,1,
68-81,25.15,CAD,1,
80-68,23.85,CAD,1,
68-80,23.85,CAD,1,
79-68,16.15,CAD,1,
68-79,16.15,CAD,1,
78-68,12.15,CAD,1,
68-78,12.15,CAD,1,
77-68,14.95,CAD,1,
68-77,14.95,CAD,1,
76-68,23.35,CAD,1,
68-76,23.35,CAD,1,
75-68,22.65,CAD,1,
68-75,22.65,CAD,1,
74-68,21.65,CAD,1,
68-74,21.65,CAD,1,
73-68,20.70,CAD,1,
68-73,20.70,CAD,1,
72-68,20.15,CAD,1,
68-72,20.15,CAD,1,
71-68,20.00,CAD,1,
68-71,20.00,CAD,1,
70-68,19.75,CAD,1,
68-70,19.75,CAD,1,
69-68,4.40,CAD,1,
68-69,4.40,CAD,1,
68-68,4.40,CAD,1,
98-67,10.70,CAD,1,
67-98,10.70,CAD,1,
97-67,22.00,CAD,1,
67-97,22.00,CAD,1,
96-67,20.95,CAD,1,
67-96,20.95,CAD,1,
95-67,20.35,CAD,1,
67-95,20.35,CAD,1,
94-67,19.80,CAD,1,
67-94,19.80,CAD,1,
93-67,19.00,CAD,1,
67-93,19.00,CAD,1,
92-67,18.25,CAD,1,
67-92,18.25,CAD,1,
91-67,17.50,CAD,1,
67-91,17.50,CAD,1,
90-67,15.20,CAD,1,
67-90,15.20,CAD,1,
89-67,15.15,CAD,1,
67-89,15.15,CAD,1,
88-67,18.60,CAD,1,
67-88,18.60,CAD,1,
87-67,17.10,CAD,1,
67-87,17.10,CAD,1,
86-67,16.35,CAD,1,
67-86,16.35,CAD,1,
85-67,27.25,CAD,1,
67-85,27.25,CAD,1,
84-67,29.60,CAD,1,
67-84,29.60,CAD,1,
83-67,27.50,CAD,1,
67-83,27.50,CAD,1,
82-67,25.00,CAD,1,
67-82,25.00,CAD,1,
81-67,24.25,CAD,1,
67-81,24.25,CAD,1,
80-67,22.85,CAD,1,
67-80,22.85,CAD,1,
79-67,15.15,CAD,1,
67-79,15.15,CAD,1,
78-67,11.20,CAD,1,
67-78,11.20,CAD,1,
77-67,13.90,CAD,1,
67-77,13.90,CAD,1,
76-67,22.40,CAD,1,
67-76,22.40,CAD,1,
75-67,21.70,CAD,1,
67-75,21.70,CAD,1,
74-67,20.70,CAD,1,
67-74,20.70,CAD,1,
73-67,19.75,CAD,1,
67-73,19.75,CAD,1,
72-67,19.15,CAD,1,
67-72,19.15,CAD,1,
71-67,19.00,CAD,1,
67-71,19.00,CAD,1,
70-67,18.75,CAD,1,
67-70,18.75,CAD,1,
69-67,6.65,CAD,1,
67-69,6.65,CAD,1,
68-67,4.40,CAD,1,
67-68,4.40,CAD,1,
67-67,4.40,CAD,1,
98-66,9.65,CAD,1,
66-98,9.65,CAD,1,
97-66,21.25,CAD,1,
66-97,21.25,CAD,1,
96-66,20.25,CAD,1,
66-96,20.25,CAD,1,
95-66,19.65,CAD,1,
66-95,19.65,CAD,1,
94-66,19.10,CAD,1,
66-94,19.10,CAD,1,
93-66,18.35,CAD,1,
66-93,18.35,CAD,1,
92-66,17.50,CAD,1,
66-92,17.50,CAD,1,
91-66,16.85,CAD,1,
66-91,16.85,CAD,1,
90-66,14.60,CAD,1,
66-90,14.60,CAD,1,
89-66,14.55,CAD,1,
66-89,14.55,CAD,1,
88-66,17.85,CAD,1,
66-88,17.85,CAD,1,
87-66,16.35,CAD,1,
66-87,16.35,CAD,1,
86-66,15.60,CAD,1,
66-86,15.60,CAD,1,
85-66,26.55,CAD,1,
66-85,26.55,CAD,1,
84-66,28.95,CAD,1,
66-84,28.95,CAD,1,
83-66,26.80,CAD,1,
66-83,26.80,CAD,1,
82-66,24.35,CAD,1,
66-82,24.35,CAD,1,
81-66,23.65,CAD,1,
66-81,23.65,CAD,1,
80-66,22.25,CAD,1,
66-80,22.25,CAD,1,
79-66,14.55,CAD,1,
66-79,14.55,CAD,1,
78-66,10.15,CAD,1,
66-78,10.15,CAD,1,
77-66,13.35,CAD,1,
66-77,13.35,CAD,1,
76-66,21.70,CAD,1,
66-76,21.70,CAD,1,
75-66,21.05,CAD,1,
66-75,21.05,CAD,1,
74-66,20.05,CAD,1,
66-74,20.05,CAD,1,
73-66,19.00,CAD,1,
66-73,19.00,CAD,1,
72-66,18.50,CAD,1,
66-72,18.50,CAD,1,
71-66,18.35,CAD,1,
66-71,18.35,CAD,1,
70-66,18.15,CAD,1,
66-70,18.15,CAD,1,
69-66,8.85,CAD,1,
66-69,8.85,CAD,1,
68-66,6.85,CAD,1,
66-68,6.85,CAD,1,
67-66,4.40,CAD,1,
66-67,4.40,CAD,1,
66-66,4.40,CAD,1,
98-65,8.15,CAD,1,
65-98,8.15,CAD,1,
97-65,19.95,CAD,1,
65-97,19.95,CAD,1,
96-65,18.85,CAD,1,
65-96,18.85,CAD,1,
95-65,18.35,CAD,1,
65-95,18.35,CAD,1,
94-65,17.70,CAD,1,
65-94,17.70,CAD,1,
93-65,17.00,CAD,1,
65-93,17.00,CAD,1,
92-65,16.20,CAD,1,
65-92,16.20,CAD,1,
91-65,15.50,CAD,1,
65-91,15.50,CAD,1,
90-65,13.25,CAD,1,
65-90,13.25,CAD,1,
89-65,13.20,CAD,1,
65-89,13.20,CAD,1,
88-65,16.45,CAD,1,
65-88,16.45,CAD,1,
87-65,14.95,CAD,1,
65-87,14.95,CAD,1,
86-65,14.25,CAD,1,
65-86,14.25,CAD,1,
85-65,25.15,CAD,1,
65-85,25.15,CAD,1,
84-65,27.60,CAD,1,
65-84,27.60,CAD,1,
83-65,25.45,CAD,1,
65-83,25.45,CAD,1,
82-65,23.00,CAD,1,
65-82,23.00,CAD,1,
81-65,22.25,CAD,1,
65-81,22.25,CAD,1,
80-65,20.85,CAD,1,
65-80,20.85,CAD,1,
79-65,13.20,CAD,1,
65-79,13.20,CAD,1,
78-65,8.65,CAD,1,
65-78,8.65,CAD,1,
77-65,11.95,CAD,1,
65-77,11.95,CAD,1,
76-65,20.35,CAD,1,
65-76,20.35,CAD,1,
75-65,19.65,CAD,1,
65-75,19.65,CAD,1,
74-65,18.65,CAD,1,
65-74,18.65,CAD,1,
73-65,17.65,CAD,1,
65-73,17.65,CAD,1,
72-65,17.15,CAD,1,
65-72,17.15,CAD,1,
71-65,17.00,CAD,1,
65-71,17.00,CAD,1,
70-65,16.70,CAD,1,
65-70,16.70,CAD,1,
69-65,10.10,CAD,1,
65-69,10.10,CAD,1,
68-65,9.45,CAD,1,
65-68,9.45,CAD,1,
67-65,8.10,CAD,1,
65-67,8.10,CAD,1,
66-65,4.90,CAD,1,
65-66,4.90,CAD,1,
65-65,4.40,CAD,1,
98-64,6.15,CAD,1,
64-98,6.15,CAD,1,
97-64,18.75,CAD,1,
64-97,18.75,CAD,1,
96-64,17.70,CAD,1,
64-96,17.70,CAD,1,
95-64,17.20,CAD,1,
64-95,17.20,CAD,1,
94-64,16.60,CAD,1,
64-94,16.60,CAD,1,
93-64,15.80,CAD,1,
64-93,15.80,CAD,1,
92-64,15.05,CAD,1,
64-92,15.05,CAD,1,
91-64,14.40,CAD,1,
64-91,14.40,CAD,1,
90-64,12.15,CAD,1,
64-90,12.15,CAD,1,
89-64,12.10,CAD,1,
64-89,12.10,CAD,1,
88-64,15.25,CAD,1,
64-88,15.25,CAD,1,
87-64,13.65,CAD,1,
64-87,13.65,CAD,1,
86-64,13.05,CAD,1,
64-86,13.05,CAD,1,
85-64,24.10,CAD,1,
64-85,24.10,CAD,1,
84-64,26.45,CAD,1,
64-84,26.45,CAD,1,
83-64,24.30,CAD,1,
64-83,24.30,CAD,1,
82-64,21.80,CAD,1,
64-82,21.80,CAD,1,
81-64,21.05,CAD,1,
64-81,21.05,CAD,1,
80-64,19.75,CAD,1,
64-80,19.75,CAD,1,
79-64,11.95,CAD,1,
64-79,11.95,CAD,1,
78-64,6.65,CAD,1,
64-78,6.65,CAD,1,
77-64,10.45,CAD,1,
64-77,10.45,CAD,1,
76-64,19.20,CAD,1,
64-76,19.20,CAD,1,
75-64,18.55,CAD,1,
64-75,18.55,CAD,1,
74-64,17.50,CAD,1,
64-74,17.50,CAD,1,
73-64,16.55,CAD,1,
64-73,16.55,CAD,1,
72-64,16.05,CAD,1,
64-72,16.05,CAD,1,
71-64,15.80,CAD,1,
64-71,15.80,CAD,1,
70-64,15.60,CAD,1,
64-70,15.60,CAD,1,
69-64,11.10,CAD,1,
64-69,11.10,CAD,1,
68-64,10.05,CAD,1,
64-68,10.05,CAD,1,
67-64,9.05,CAD,1,
64-67,9.05,CAD,1,
66-64,7.15,CAD,1,
64-66,7.15,CAD,1,
65-64,4.40,CAD,1,
64-65,4.40,CAD,1,
64-64,4.40,CAD,1,
98-63,4.40,CAD,1,
63-98,4.40,CAD,1,
97-63,18.25,CAD,1,
63-97,18.25,CAD,1,
96-63,17.20,CAD,1,
63-96,17.20,CAD,1,
95-63,16.60,CAD,1,
63-95,16.60,CAD,1,
94-63,16.10,CAD,1,
63-94,16.10,CAD,1,
93-63,15.25,CAD,1,
63-93,15.25,CAD,1,
92-63,14.50,CAD,1,
63-92,14.50,CAD,1,
91-63,13.75,CAD,1,
63-91,13.75,CAD,1,
90-63,11.65,CAD,1,
63-90,11.65,CAD,1,
89-63,11.60,CAD,1,
63-89,11.60,CAD,1,
88-63,14.65,CAD,1,
63-88,14.65,CAD,1,
87-63,13.15,CAD,1,
63-87,13.15,CAD,1,
86-63,12.40,CAD,1,
63-86,12.40,CAD,1,
85-63,23.55,CAD,1,
63-85,23.55,CAD,1,
84-63,25.95,CAD,1,
63-84,25.95,CAD,1,
83-63,23.80,CAD,1,
63-83,23.80,CAD,1,
82-63,21.30,CAD,1,
63-82,21.30,CAD,1,
81-63,20.55,CAD,1,
63-81,20.55,CAD,1,
80-63,19.15,CAD,1,
63-80,19.15,CAD,1,
79-63,11.45,CAD,1,
63-79,11.45,CAD,1,
78-63,4.90,CAD,1,
63-78,4.90,CAD,1,
77-63,9.75,CAD,1,
63-77,9.75,CAD,1,
76-63,18.65,CAD,1,
63-76,18.65,CAD,1,
75-63,18.00,CAD,1,
63-75,18.00,CAD,1,
74-63,17.00,CAD,1,
63-74,17.00,CAD,1,
73-63,16.00,CAD,1,
63-73,16.00,CAD,1,
72-63,15.40,CAD,1,
63-72,15.40,CAD,1,
71-63,15.25,CAD,1,
63-71,15.25,CAD,1,
70-63,15.05,CAD,1,
63-70,15.05,CAD,1,
69-63,11.80,CAD,1,
63-69,11.80,CAD,1,
68-63,11.20,CAD,1,
63-68,11.20,CAD,1,
67-63,9.70,CAD,1,
63-67,9.70,CAD,1,
66-63,9.15,CAD,1,
63-66,9.15,CAD,1,
65-63,6.65,CAD,1,
63-65,6.65,CAD,1,
64-63,4.40,CAD,1,
63-64,4.40,CAD,1,
63-63,4.40,CAD,1,
98-62,5.90,CAD,1,
62-98,5.90,CAD,1,
97-62,17.50,CAD,1,
62-97,17.50,CAD,1,
96-62,16.50,CAD,1,
62-96,16.50,CAD,1,
95-62,15.95,CAD,1,
62-95,15.95,CAD,1,
94-62,15.35,CAD,1,
62-94,15.35,CAD,1,
93-62,14.60,CAD,1,
62-93,14.60,CAD,1,
92-62,13.75,CAD,1,
62-92,13.75,CAD,1,
91-62,13.15,CAD,1,
62-91,13.15,CAD,1,
90-62,10.45,CAD,1,
62-90,10.45,CAD,1,
89-62,10.40,CAD,1,
62-89,10.40,CAD,1,
88-62,13.75,CAD,1,
62-88,13.75,CAD,1,
87-62,12.30,CAD,1,
62-87,12.30,CAD,1,
86-62,11.50,CAD,1,
62-86,11.50,CAD,1,
85-62,22.75,CAD,1,
62-85,22.75,CAD,1,
84-62,25.20,CAD,1,
62-84,25.20,CAD,1,
83-62,23.05,CAD,1,
62-83,23.05,CAD,1,
82-62,20.55,CAD,1,
62-82,20.55,CAD,1,
81-62,19.85,CAD,1,
62-81,19.85,CAD,1,
80-62,18.45,CAD,1,
62-80,18.45,CAD,1,
79-62,10.40,CAD,1,
62-79,10.40,CAD,1,
78-62,5.75,CAD,1,
62-78,5.75,CAD,1,
77-62,9.10,CAD,1,
62-77,9.10,CAD,1,
76-62,17.95,CAD,1,
62-76,17.95,CAD,1,
75-62,17.25,CAD,1,
62-75,17.25,CAD,1,
74-62,16.25,CAD,1,
62-74,16.25,CAD,1,
73-62,15.25,CAD,1,
62-73,15.25,CAD,1,
72-62,14.70,CAD,1,
62-72,14.70,CAD,1,
71-62,14.55,CAD,1,
62-71,14.55,CAD,1,
70-62,14.35,CAD,1,
62-70,14.35,CAD,1,
69-62,12.75,CAD,1,
62-69,12.75,CAD,1,
68-62,12.15,CAD,1,
62-68,12.15,CAD,1,
67-62,11.20,CAD,1,
62-67,11.20,CAD,1,
66-62,10.15,CAD,1,
62-66,10.15,CAD,1,
65-62,8.65,CAD,1,
62-65,8.65,CAD,1,
64-62,7.05,CAD,1,
62-64,7.05,CAD,1,
63-62,4.40,CAD,1,
62-63,4.40,CAD,1,
62-62,4.40,CAD,1,
98-61,4.70,CAD,1,
61-98,4.70,CAD,1,
97-61,16.60,CAD,1,
61-97,16.60,CAD,1,
96-61,15.30,CAD,1,
61-96,15.30,CAD,1,
95-61,14.80,CAD,1,
61-95,14.80,CAD,1,
94-61,14.25,CAD,1,
61-94,14.25,CAD,1,
93-61,13.45,CAD,1,
61-93,13.45,CAD,1,
92-61,12.70,CAD,1,
61-92,12.70,CAD,1,
91-61,12.05,CAD,1,
61-91,12.05,CAD,1,
90-61,9.40,CAD,1,
61-90,9.40,CAD,1,
89-61,9.35,CAD,1,
61-89,9.35,CAD,1,
88-61,13.05,CAD,1,
61-88,13.05,CAD,1,
87-61,11.40,CAD,1,
61-87,11.40,CAD,1,
86-61,10.40,CAD,1,
61-86,10.40,CAD,1,
85-61,22.05,CAD,1,
61-85,22.05,CAD,1,
84-61,24.35,CAD,1,
61-84,24.35,CAD,1,
83-61,22.25,CAD,1,
61-83,22.25,CAD,1,
82-61,19.80,CAD,1,
61-82,19.80,CAD,1,
81-61,19.00,CAD,1,
61-81,19.00,CAD,1,
80-61,17.60,CAD,1,
61-80,17.60,CAD,1,
79-61,9.35,CAD,1,
61-79,9.35,CAD,1,
78-61,4.40,CAD,1,
61-78,4.40,CAD,1,
77-61,7.70,CAD,1,
61-77,7.70,CAD,1,
76-61,17.15,CAD,1,
61-76,17.15,CAD,1,
75-61,16.45,CAD,1,
61-75,16.45,CAD,1,
74-61,15.40,CAD,1,
61-74,15.40,CAD,1,
73-61,14.50,CAD,1,
61-73,14.50,CAD,1,
72-61,13.85,CAD,1,
61-72,13.85,CAD,1,
71-61,13.70,CAD,1,
61-71,13.70,CAD,1,
70-61,13.50,CAD,1,
61-70,13.50,CAD,1,
69-61,13.60,CAD,1,
61-69,13.60,CAD,1,
68-61,13.10,CAD,1,
61-68,13.10,CAD,1,
67-61,12.15,CAD,1,
61-67,12.15,CAD,1,
66-61,11.50,CAD,1,
61-66,11.50,CAD,1,
65-61,9.70,CAD,1,
61-65,9.70,CAD,1,
64-61,8.65,CAD,1,
61-64,8.65,CAD,1,
63-61,7.55,CAD,1,
61-63,7.55,CAD,1,
62-61,4.40,CAD,1,
61-62,4.40,CAD,1,
61-61,4.40,CAD,1,
98-60,5.85,CAD,1,
60-98,5.85,CAD,1,
97-60,13.70,CAD,1,
60-97,13.70,CAD,1,
96-60,12.90,CAD,1,
60-96,12.90,CAD,1,
95-60,12.35,CAD,1,
60-95,12.35,CAD,1,
94-60,11.75,CAD,1,
60-94,11.75,CAD,1,
93-60,11.00,CAD,1,
60-93,11.00,CAD,1,
92-60,9.65,CAD,1,
60-92,9.65,CAD,1,
91-60,9.05,CAD,1,
60-91,9.05,CAD,1,
90-60,7.60,CAD,1,
60-90,7.60,CAD,1,
89-60,7.55,CAD,1,
60-89,7.55,CAD,1,
88-60,11.75,CAD,1,
60-88,11.75,CAD,1,
87-60,9.65,CAD,1,
60-87,9.65,CAD,1,
86-60,9.05,CAD,1,
60-86,9.05,CAD,1,
85-60,21.50,CAD,1,
60-85,21.50,CAD,1,
84-60,24.25,CAD,1,
60-84,24.25,CAD,1,
83-60,22.10,CAD,1,
60-83,22.10,CAD,1,
82-60,19.65,CAD,1,
60-82,19.65,CAD,1,
81-60,18.85,CAD,1,
60-81,18.85,CAD,1,
80-60,17.20,CAD,1,
60-80,17.20,CAD,1,
79-60,9.30,CAD,1,
60-79,9.30,CAD,1,
78-60,5.10,CAD,1,
60-78,5.10,CAD,1,
77-60,7.20,CAD,1,
60-77,7.20,CAD,1,
76-60,10.45,CAD,1,
60-76,10.45,CAD,1,
75-60,9.60,CAD,1,
60-75,9.60,CAD,1,
74-60,8.20,CAD,1,
60-74,8.20,CAD,1,
73-60,7.15,CAD,1,
60-73,7.15,CAD,1,
72-60,4.40,CAD,1,
60-72,4.40,CAD,1,
71-60,4.40,CAD,1,
60-71,4.40,CAD,1,
70-60,13.40,CAD,1,
60-70,13.40,CAD,1,
69-60,14.25,CAD,1,
60-69,14.25,CAD,1,
68-60,13.55,CAD,1,
60-68,13.55,CAD,1,
67-60,12.60,CAD,1,
60-67,12.60,CAD,1,
66-60,11.85,CAD,1,
60-66,11.85,CAD,1,
65-60,10.05,CAD,1,
60-65,10.05,CAD,1,
64-60,8.75,CAD,1,
60-64,8.75,CAD,1,
63-60,7.60,CAD,1,
60-63,7.60,CAD,1,
62-60,5.10,CAD,1,
60-62,5.10,CAD,1,
61-60,4.40,CAD,1,
60-61,4.40,CAD,1,
60-60,4.40,CAD,1,
98-59,12.90,CAD,1,
59-98,12.90,CAD,1,
97-59,15.85,CAD,1,
59-97,15.85,CAD,1,
96-59,15.05,CAD,1,
59-96,15.05,CAD,1,
95-59,14.50,CAD,1,
59-95,14.50,CAD,1,
94-59,13.80,CAD,1,
59-94,13.80,CAD,1,
93-59,13.15,CAD,1,
59-93,13.15,CAD,1,
92-59,12.35,CAD,1,
59-92,12.35,CAD,1,
91-59,11.60,CAD,1,
59-91,11.60,CAD,1,
90-59,13.55,CAD,1,
59-90,13.55,CAD,1,
89-59,13.65,CAD,1,
59-89,13.65,CAD,1,
88-59,14.70,CAD,1,
59-88,14.70,CAD,1,
87-59,15.80,CAD,1,
59-87,15.80,CAD,1,
86-59,14.65,CAD,1,
59-86,14.65,CAD,1,
85-59,17.00,CAD,1,
59-85,17.00,CAD,1,
84-59,20.20,CAD,1,
59-84,20.20,CAD,1,
83-59,18.00,CAD,1,
59-83,18.00,CAD,1,
82-59,15.55,CAD,1,
59-82,15.55,CAD,1,
81-59,14.80,CAD,1,
59-81,14.80,CAD,1,
80-59,12.65,CAD,1,
59-80,12.65,CAD,1,
79-59,4.40,CAD,1,
59-79,4.40,CAD,1,
78-59,10.40,CAD,1,
59-78,10.40,CAD,1,
77-59,9.25,CAD,1,
59-77,9.25,CAD,1,
76-59,15.80,CAD,1,
59-76,15.80,CAD,1,
75-59,15.15,CAD,1,
59-75,15.15,CAD,1,
74-59,14.20,CAD,1,
59-74,14.20,CAD,1,
73-59,13.20,CAD,1,
59-73,13.20,CAD,1,
72-59,12.60,CAD,1,
59-72,12.60,CAD,1,
71-59,12.45,CAD,1,
59-71,12.45,CAD,1,
70-59,12.25,CAD,1,
59-70,12.25,CAD,1,
69-59,16.70,CAD,1,
59-69,16.70,CAD,1,
68-59,16.15,CAD,1,
59-68,16.15,CAD,1,
67-59,15.15,CAD,1,
59-67,15.15,CAD,1,
66-59,14.55,CAD,1,
59-66,14.55,CAD,1,
65-59,13.20,CAD,1,
59-65,13.20,CAD,1,
64-59,11.95,CAD,1,
59-64,11.95,CAD,1,
63-59,11.45,CAD,1,
59-63,11.45,CAD,1,
62-59,10.40,CAD,1,
59-62,10.40,CAD,1,
61-59,9.35,CAD,1,
59-61,9.35,CAD,1,
60-59,9.30,CAD,1,
59-60,9.30,CAD,1,
59-59,4.40,CAD,1,
98-58,15.90,CAD,1,
58-98,15.90,CAD,1,
97-58,19.60,CAD,1,
58-97,19.60,CAD,1,
96-58,18.75,CAD,1,
58-96,18.75,CAD,1,
95-58,18.25,CAD,1,
58-95,18.25,CAD,1,
94-58,17.60,CAD,1,
58-94,17.60,CAD,1,
93-58,16.85,CAD,1,
58-93,16.85,CAD,1,
92-58,16.10,CAD,1,
58-92,16.10,CAD,1,
91-58,15.30,CAD,1,
58-91,15.30,CAD,1,
90-58,14.10,CAD,1,
58-90,14.10,CAD,1,
89-58,13.25,CAD,1,
58-89,13.25,CAD,1,
88-58,16.35,CAD,1,
58-88,16.35,CAD,1,
87-58,16.60,CAD,1,
58-87,16.60,CAD,1,
86-58,15.95,CAD,1,
58-86,15.95,CAD,1,
85-58,23.60,CAD,1,
58-85,23.60,CAD,1,
84-58,25.75,CAD,1,
58-84,25.75,CAD,1,
83-58,23.65,CAD,1,
58-83,23.65,CAD,1,
82-58,21.20,CAD,1,
58-82,21.20,CAD,1,
81-58,20.40,CAD,1,
58-81,20.40,CAD,1,
80-58,19.20,CAD,1,
58-80,19.20,CAD,1,
79-58,9.40,CAD,1,
58-79,9.40,CAD,1,
78-58,15.40,CAD,1,
58-78,15.40,CAD,1,
77-58,11.30,CAD,1,
58-77,11.30,CAD,1,
76-58,18.55,CAD,1,
58-76,18.55,CAD,1,
75-58,17.85,CAD,1,
58-75,17.85,CAD,1,
74-58,16.85,CAD,1,
58-74,16.85,CAD,1,
73-58,15.85,CAD,1,
58-73,15.85,CAD,1,
72-58,15.30,CAD,1,
58-72,15.30,CAD,1,
71-58,15.15,CAD,1,
58-71,15.15,CAD,1,
70-58,14.95,CAD,1,
58-70,14.95,CAD,1,
69-58,21.40,CAD,1,
58-69,21.40,CAD,1,
68-58,20.85,CAD,1,
58-68,20.85,CAD,1,
67-58,19.95,CAD,1,
58-67,19.95,CAD,1,
66-58,19.20,CAD,1,
58-66,19.20,CAD,1,
65-58,17.85,CAD,1,
58-65,17.85,CAD,1,
64-58,16.70,CAD,1,
58-64,16.70,CAD,1,
63-58,16.20,CAD,1,
58-63,16.20,CAD,1,
62-58,15.40,CAD,1,
58-62,15.40,CAD,1,
61-58,14.65,CAD,1,
58-61,14.65,CAD,1,
60-58,14.55,CAD,1,
58-60,14.55,CAD,1,
59-58,9.40,CAD,1,
58-59,9.40,CAD,1,
58-58,4.40,CAD,1,
98-56,14.40,CAD,1,
56-98,14.40,CAD,1,
97-56,18.20,CAD,1,
56-97,18.20,CAD,1,
96-56,17.30,CAD,1,
56-96,17.30,CAD,1,
95-56,16.70,CAD,1,
56-95,16.70,CAD,1,
94-56,16.20,CAD,1,
56-94,16.20,CAD,1,
93-56,15.35,CAD,1,
56-93,15.35,CAD,1,
92-56,14.60,CAD,1,
56-92,14.60,CAD,1,
91-56,13.80,CAD,1,
56-91,13.80,CAD,1,
90-56,12.60,CAD,1,
56-90,12.60,CAD,1,
89-56,11.80,CAD,1,
56-89,11.80,CAD,1,
88-56,14.85,CAD,1,
56-88,14.85,CAD,1,
87-56,15.20,CAD,1,
56-87,15.20,CAD,1,
86-56,14.50,CAD,1,
56-86,14.50,CAD,1,
85-56,22.10,CAD,1,
56-85,22.10,CAD,1,
84-56,24.35,CAD,1,
56-84,24.35,CAD,1,
83-56,22.25,CAD,1,
56-83,22.25,CAD,1,
82-56,19.75,CAD,1,
56-82,19.75,CAD,1,
81-56,19.00,CAD,1,
56-81,19.00,CAD,1,
80-56,17.70,CAD,1,
56-80,17.70,CAD,1,
79-56,6.85,CAD,1,
56-79,6.85,CAD,1,
78-56,13.90,CAD,1,
56-78,13.90,CAD,1,
77-56,9.40,CAD,1,
56-77,9.40,CAD,1,
76-56,17.10,CAD,1,
56-76,17.10,CAD,1,
75-56,16.40,CAD,1,
56-75,16.40,CAD,1,
74-56,15.35,CAD,1,
56-74,15.35,CAD,1,
73-56,14.45,CAD,1,
56-73,14.45,CAD,1,
72-56,13.80,CAD,1,
56-72,13.80,CAD,1,
71-56,13.65,CAD,1,
56-71,13.65,CAD,1,
70-56,13.45,CAD,1,
56-70,13.45,CAD,1,
69-56,20.00,CAD,1,
56-69,20.00,CAD,1,
68-56,19.40,CAD,1,
56-68,19.40,CAD,1,
67-56,18.45,CAD,1,
56-67,18.45,CAD,1,
66-56,17.70,CAD,1,
56-66,17.70,CAD,1,
65-56,16.40,CAD,1,
56-65,16.40,CAD,1,
64-56,15.25,CAD,1,
56-64,15.25,CAD,1,
63-56,14.70,CAD,1,
56-63,14.70,CAD,1,
62-56,13.90,CAD,1,
56-62,13.90,CAD,1,
61-56,4.40,CAD,1,
56-61,4.40,CAD,1,
60-56,13.10,CAD,1,
56-60,13.10,CAD,1,
59-56,6.85,CAD,1,
56-59,6.85,CAD,1,
58-56,5.90,CAD,1,
56-58,5.90,CAD,1,
56-56,4.40,CAD,1,
98-55,14.05,CAD,1,
55-98,14.05,CAD,1,
97-55,15.65,CAD,1,
55-97,15.65,CAD,1,
96-55,14.80,CAD,1,
55-96,14.80,CAD,1,
95-55,14.30,CAD,1,
55-95,14.30,CAD,1,
94-55,13.55,CAD,1,
55-94,13.55,CAD,1,
93-55,12.80,CAD,1,
55-93,12.80,CAD,1,
92-55,13.55,CAD,1,
55-92,13.55,CAD,1,
91-55,14.40,CAD,1,
55-91,14.40,CAD,1,
90-55,15.55,CAD,1,
55-90,15.55,CAD,1,
89-55,15.60,CAD,1,
55-89,15.60,CAD,1,
88-55,12.80,CAD,1,
55-88,12.80,CAD,1,
87-55,13.05,CAD,1,
55-87,13.05,CAD,1,
86-55,14.40,CAD,1,
55-86,14.40,CAD,1,
85-55,30.55,CAD,1,
55-85,30.55,CAD,1,
84-55,32.80,CAD,1,
55-84,32.80,CAD,1,
83-55,30.65,CAD,1,
55-83,30.65,CAD,1,
82-55,28.20,CAD,1,
55-82,28.20,CAD,1,
81-55,27.50,CAD,1,
55-81,27.50,CAD,1,
80-55,26.25,CAD,1,
55-80,26.25,CAD,1,
79-55,19.30,CAD,1,
55-79,19.30,CAD,1,
78-55,14.55,CAD,1,
55-78,14.55,CAD,1,
77-55,16.50,CAD,1,
55-77,16.50,CAD,1,
76-55,25.55,CAD,1,
55-76,25.55,CAD,1,
75-55,24.85,CAD,1,
55-75,24.85,CAD,1,
74-55,23.85,CAD,1,
55-74,23.85,CAD,1,
73-55,22.85,CAD,1,
55-73,22.85,CAD,1,
72-55,22.35,CAD,1,
55-72,22.35,CAD,1,
71-55,22.20,CAD,1,
55-71,22.20,CAD,1,
70-55,22.00,CAD,1,
55-70,22.00,CAD,1,
69-55,18.15,CAD,1,
55-69,18.15,CAD,1,
68-55,17.45,CAD,1,
55-68,17.45,CAD,1,
67-55,16.50,CAD,1,
55-67,16.50,CAD,1,
66-55,15.85,CAD,1,
55-66,15.85,CAD,1,
65-55,14.55,CAD,1,
55-65,14.55,CAD,1,
64-55,12.80,CAD,1,
55-64,12.80,CAD,1,
63-55,13.55,CAD,1,
55-63,13.55,CAD,1,
62-55,14.55,CAD,1,
55-62,14.55,CAD,1,
61-55,15.95,CAD,1,
55-61,15.95,CAD,1,
60-55,16.00,CAD,1,
55-60,16.00,CAD,1,
59-55,19.30,CAD,1,
55-59,19.30,CAD,1,
58-55,23.05,CAD,1,
55-58,23.05,CAD,1,
56-55,21.55,CAD,1,
55-56,21.55,CAD,1,
55-55,4.40,CAD,1,
98-54,20.10,CAD,1,
54-98,20.10,CAD,1,
97-54,14.40,CAD,1,
54-97,14.40,CAD,1,
96-54,13.50,CAD,1,
54-96,13.50,CAD,1,
95-54,12.95,CAD,1,
54-95,12.95,CAD,1,
94-54,12.35,CAD,1,
