fare_id,price,currency_type,payment_method,transfers
54-94,12.35,CAD,1,
93-54,11.50,CAD,1,
54-93,11.50,CAD,1,
92-54,12.30,CAD,1,
54-92,12.30,CAD,1,
91-54,13.10,CAD,1,
54-91,13.10,CAD,1,
90-54,14.30,CAD,1,
54-90,14.30,CAD,1,
89-54,14.35,CAD,1,
54-89,14.35,CAD,1,
88-54,11.50,CAD,1,
54-88,11.50,CAD,1,
87-54,11.70,CAD,1,
54-87,11.70,CAD,1,
86-54,13.10,CAD,1,
54-86,13.10,CAD,1,
85-54,29.30,CAD,1,
54-85,29.30,CAD,1,
84-54,31.55,CAD,1,
54-84,31.55,CAD,1,
83-54,29.40,CAD,1,
54-83,29.40,CAD,1,
82-54,26.90,CAD,1,
54-82,26.90,CAD,1,
81-54,26.20,CAD,1,
54-81,26.20,CAD,1,
80-54,24.90,CAD,1,
54-80,24.90,CAD,1,
79-54,18.00,CAD,1,
54-79,18.00,CAD,1,
78-54,19.75,CAD,1,
54-78,19.75,CAD,1,
77-54,15.20,CAD,1,
54-77,15.20,CAD,1,
76-54,24.25,CAD,1,
54-76,24.25,CAD,1,
75-54,23.60,CAD,1,
54-75,23.60,CAD,1,
74-54,22.55,CAD,1,
54-74,22.55,CAD,1,
73-54,21.55,CAD,1,
54-73,21.55,CAD,1,
72-54,21.05,CAD,1,
54-72,21.05,CAD,1,
71-54,20.85,CAD,1,
54-71,20.85,CAD,1,
70-54,20.60,CAD,1,
54-70,20.60,CAD,1,
69-54,25.65,CAD,1,
54-69,25.65,CAD,1,
68-54,25.10,CAD,1,
54-68,25.10,CAD,1,
67-54,24.15,CAD,1,
54-67,24.15,CAD,1,
66-54,23.45,CAD,1,
54-66,23.45,CAD,1,
65-54,22.15,CAD,1,
54-65,22.15,CAD,1,
64-54,21.00,CAD,1,
54-64,21.00,CAD,1,
63-54,20.40,CAD,1,
54-63,20.40,CAD,1,
62-54,19.75,CAD,1,
54-62,19.75,CAD,1,
61-54,18.80,CAD,1,
54-61,18.80,CAD,1,
60-54,18.80,CAD,1,
54-60,18.80,CAD,1,
59-54,18.00,CAD,1,
54-59,18.00,CAD,1,
58-54,21.75,CAD,1,
54-58,21.75,CAD,1,
56-54,20.30,CAD,1,
54-56,20.30,CAD,1,
55-54,7.35,CAD,1,
54-55,7.35,CAD,1,
54-54,4.40,CAD,1,
98-53,18.80,CAD,1,
53-98,18.80,CAD,1,
97-53,13.10,CAD,1,
53-97,13.10,CAD,1,
96-53,12.25,CAD,1,
53-96,12.25,CAD,1,
95-53,11.65,CAD,1,
53-95,11.65,CAD,1,
94-53,11.05,CAD,1,
53-94,11.05,CAD,1,
93-53,9.70,CAD,1,
53-93,9.70,CAD,1,
92-53,11.00,CAD,1,
53-92,11.00,CAD,1,
91-53,11.75,CAD,1,
53-91,11.75,CAD,1,
90-53,12.95,CAD,1,
53-90,12.95,CAD,1,
89-53,13.05,CAD,1,
53-89,13.05,CAD,1,
88-53,9.75,CAD,1,
53-88,9.75,CAD,1,
87-53,10.00,CAD,1,
53-87,10.00,CAD,1,
86-53,11.75,CAD,1,
53-86,11.75,CAD,1,
85-53,28.05,CAD,1,
53-85,28.05,CAD,1,
84-53,30.25,CAD,1,
53-84,30.25,CAD,1,
83-53,28.10,CAD,1,
53-83,28.10,CAD,1,
82-53,25.60,CAD,1,
53-82,25.60,CAD,1,
81-53,24.85,CAD,1,
53-81,24.85,CAD,1,
80-53,23.15,CAD,1,
53-80,23.15,CAD,1,
79-53,16.80,CAD,1,
53-79,16.80,CAD,1,
78-53,18.45,CAD,1,
53-78,18.45,CAD,1,
77-53,13.90,CAD,1,
53-77,13.90,CAD,1,
76-53,23.00,CAD,1,
53-76,23.00,CAD,1,
75-53,22.35,CAD,1,
53-75,22.35,CAD,1,
74-53,21.30,CAD,1,
53-74,21.30,CAD,1,
73-53,20.35,CAD,1,
53-73,20.35,CAD,1,
72-53,19.80,CAD,1,
53-72,19.80,CAD,1,
71-53,19.60,CAD,1,
53-71,19.60,CAD,1,
70-53,19.40,CAD,1,
53-70,19.40,CAD,1,
69-53,24.35,CAD,1,
53-69,24.35,CAD,1,
68-53,23.80,CAD,1,
53-68,23.80,CAD,1,
67-53,22.80,CAD,1,
53-67,22.80,CAD,1,
66-53,22.20,CAD,1,
53-66,22.20,CAD,1,
65-53,20.80,CAD,1,
53-65,20.80,CAD,1,
64-53,19.65,CAD,1,
53-64,19.65,CAD,1,
63-53,19.10,CAD,1,
53-63,19.10,CAD,1,
62-53,18.45,CAD,1,
53-62,18.45,CAD,1,
61-53,17.50,CAD,1,
53-61,17.50,CAD,1,
60-53,17.50,CAD,1,
53-60,17.50,CAD,1,
59-53,16.80,CAD,1,
53-59,16.80,CAD,1,
58-53,20.50,CAD,1,
53-58,20.50,CAD,1,
56-53,19.00,CAD,1,
53-56,19.00,CAD,1,
55-53,9.40,CAD,1,
53-55,9.40,CAD,1,
54-53,7.55,CAD,1,
53-54,7.55,CAD,1,
53-53,4.40,CAD,1,
98-52,17.25,CAD,1,
52-98,17.25,CAD,1,
97-52,11.60,CAD,1,
52-97,11.60,CAD,1,
96-52,10.40,CAD,1,
52-96,10.40,CAD,1,
95-52,9.65,CAD,1,
52-95,9.65,CAD,1,
94-52,9.05,CAD,1,
52-94,9.05,CAD,1,
93-52,7.75,CAD,1,
52-93,7.75,CAD,1,
92-52,9.00,CAD,1,
52-92,9.00,CAD,1,
91-52,9.75,CAD,1,
52-91,9.75,CAD,1,
90-52,11.40,CAD,1,
52-90,11.40,CAD,1,
89-52,11.45,CAD,1,
52-89,11.45,CAD,1,
88-52,6.65,CAD,1,
52-88,6.65,CAD,1,
87-52,8.05,CAD,1,
52-87,8.05,CAD,1,
86-52,9.75,CAD,1,
52-86,9.75,CAD,1,
85-52,26.50,CAD,1,
52-85,26.50,CAD,1,
84-52,28.75,CAD,1,
52-84,28.75,CAD,1,
83-52,26.60,CAD,1,
52-83,26.60,CAD,1,
82-52,24.15,CAD,1,
52-82,24.15,CAD,1,
81-52,23.40,CAD,1,
52-81,23.40,CAD,1,
80-52,22.20,CAD,1,
52-80,22.20,CAD,1,
79-52,15.25,CAD,1,
52-79,15.25,CAD,1,
78-52,16.90,CAD,1,
52-78,16.90,CAD,1,
77-52,12.45,CAD,1,
52-77,12.45,CAD,1,
76-52,21.45,CAD,1,
52-76,21.45,CAD,1,
75-52,20.80,CAD,1,
52-75,20.80,CAD,1,
74-52,19.80,CAD,1,
52-74,19.80,CAD,1,
73-52,18.80,CAD,1,
52-73,18.80,CAD,1,
72-52,18.30,CAD,1,
52-72,18.30,CAD,1,
71-52,18.15,CAD,1,
52-71,18.15,CAD,1,
70-52,17.85,CAD,1,
52-70,17.85,CAD,1,
69-52,22.80,CAD,1,
52-69,22.80,CAD,1,
68-52,22.30,CAD,1,
52-68,22.30,CAD,1,
67-52,21.30,CAD,1,
52-67,21.30,CAD,1,
66-52,20.60,CAD,1,
52-66,20.60,CAD,1,
65-52,19.25,CAD,1,
52-65,19.25,CAD,1,
64-52,18.20,CAD,1,
52-64,18.20,CAD,1,
63-52,17.55,CAD,1,
52-63,17.55,CAD,1,
62-52,16.90,CAD,1,
52-62,16.90,CAD,1,
61-52,16.00,CAD,1,
52-61,16.00,CAD,1,
60-52,16.00,CAD,1,
52-60,16.00,CAD,1,
59-52,15.25,CAD,1,
52-59,15.25,CAD,1,
58-52,19.00,CAD,1,
52-58,19.00,CAD,1,
56-52,17.50,CAD,1,
52-56,17.50,CAD,1,
55-52,11.00,CAD,1,
52-55,11.00,CAD,1,
54-52,9.20,CAD,1,
52-54,9.20,CAD,1,
53-52,5.10,CAD,1,
52-53,5.10,CAD,1,
52-52,4.40,CAD,1,
98-51,16.30,CAD,1,
51-98,16.30,CAD,1,
97-51,10.10,CAD,1,
51-97,10.10,CAD,1,
96-51,9.20,CAD,1,
51-96,9.20,CAD,1,
95-51,6.65,CAD,1,
51-95,6.65,CAD,1,
94-51,5.50,CAD,1,
51-94,5.50,CAD,1,
93-51,5.30,CAD,1,
51-93,5.30,CAD,1,
92-51,5.10,CAD,1,
51-92,5.10,CAD,1,
91-51,5.90,CAD,1,
51-91,5.90,CAD,1,
90-51,9.80,CAD,1,
51-90,9.80,CAD,1,
89-51,10.00,CAD,1,
51-89,10.00,CAD,1,
88-51,4.40,CAD,1,
51-88,4.40,CAD,1,
87-51,4.40,CAD,1,
51-87,4.40,CAD,1,
86-51,5.50,CAD,1,
51-86,5.50,CAD,1,
85-51,25.45,CAD,1,
51-85,25.45,CAD,1,
84-51,27.70,CAD,1,
51-84,27.70,CAD,1,
83-51,25.55,CAD,1,
51-83,25.55,CAD,1,
82-51,23.05,CAD,1,
51-82,23.05,CAD,1,
81-51,22.35,CAD,1,
51-81,22.35,CAD,1,
80-51,21.05,CAD,1,
51-80,21.05,CAD,1,
79-51,14.25,CAD,1,
51-79,14.25,CAD,1,
78-51,15.80,CAD,1,
51-78,15.80,CAD,1,
77-51,11.35,CAD,1,
51-77,11.35,CAD,1,
76-51,20.40,CAD,1,
51-76,20.40,CAD,1,
75-51,19.75,CAD,1,
51-75,19.75,CAD,1,
74-51,18.70,CAD,1,
51-74,18.70,CAD,1,
73-51,17.70,CAD,1,
51-73,17.70,CAD,1,
72-51,17.20,CAD,1,
51-72,17.20,CAD,1,
71-51,9.50,CAD,1,
51-71,9.50,CAD,1,
70-51,16.80,CAD,1,
51-70,16.80,CAD,1,
69-51,21.75,CAD,1,
51-69,21.75,CAD,1,
68-51,21.20,CAD,1,
51-68,21.20,CAD,1,
67-51,20.25,CAD,1,
51-67,20.25,CAD,1,
66-51,19.55,CAD,1,
51-66,19.55,CAD,1,
65-51,18.25,CAD,1,
51-65,18.25,CAD,1,
64-51,17.10,CAD,1,
51-64,17.10,CAD,1,
63-51,16.50,CAD,1,
51-63,16.50,CAD,1,
62-51,15.80,CAD,1,
51-62,15.80,CAD,1,
61-51,14.95,CAD,1,
51-61,14.95,CAD,1,
60-51,11.00,CAD,1,
51-60,11.00,CAD,1,
59-51,14.25,CAD,1,
51-59,14.25,CAD,1,
58-51,17.95,CAD,1,
51-58,17.95,CAD,1,
56-51,16.45,CAD,1,
51-56,16.45,CAD,1,
55-51,12.05,CAD,1,
51-55,12.05,CAD,1,
54-51,10.40,CAD,1,
51-54,10.40,CAD,1,
53-51,9.00,CAD,1,
51-53,9.00,CAD,1,
52-51,6.30,CAD,1,
51-52,6.30,CAD,1,
51-51,4.40,CAD,1,
98-50,4.70,CAD,1,
50-98,4.70,CAD,1,
97-50,16.60,CAD,1,
50-97,16.60,CAD,1,
96-50,15.30,CAD,1,
50-96,15.30,CAD,1,
95-50,14.80,CAD,1,
50-95,14.80,CAD,1,
94-50,14.25,CAD,1,
50-94,14.25,CAD,1,
93-50,13.45,CAD,1,
50-93,13.45,CAD,1,
92-50,12.70,CAD,1,
50-92,12.70,CAD,1,
91-50,12.05,CAD,1,
50-91,12.05,CAD,1,
90-50,9.40,CAD,1,
50-90,9.40,CAD,1,
89-50,9.35,CAD,1,
50-89,9.35,CAD,1,
88-50,13.05,CAD,1,
50-88,13.05,CAD,1,
87-50,11.40,CAD,1,
50-87,11.40,CAD,1,
86-50,10.40,CAD,1,
50-86,10.40,CAD,1,
85-50,22.05,CAD,1,
50-85,22.05,CAD,1,
84-50,24.35,CAD,1,
50-84,24.35,CAD,1,
83-50,22.25,CAD,1,
50-83,22.25,CAD,1,
82-50,19.80,CAD,1,
50-82,19.80,CAD,1,
81-50,19.00,CAD,1,
50-81,19.00,CAD,1,
80-50,17.60,CAD,1,
50-80,17.60,CAD,1,
79-50,9.35,CAD,1,
50-79,9.35,CAD,1,
78-50,4.40,CAD,1,
50-78,4.40,CAD,1,
77-50,7.70,CAD,1,
50-77,7.70,CAD,1,
76-50,17.15,CAD,1,
50-76,17.15,CAD,1,
75-50,16.45,CAD,1,
50-75,16.45,CAD,1,
74-50,15.40,CAD,1,
50-74,15.40,CAD,1,
73-50,14.50,CAD,1,
50-73,14.50,CAD,1,
72-50,13.85,CAD,1,
50-72,13.85,CAD,1,
71-50,5.50,CAD,1,
50-71,5.50,CAD,1,
70-50,13.50,CAD,1,
50-70,13.50,CAD,1,
69-50,13.60,CAD,1,
50-69,13.60,CAD,1,
68-50,13.10,CAD,1,
50-68,13.10,CAD,1,
67-50,12.15,CAD,1,
50-67,12.15,CAD,1,
66-50,11.50,CAD,1,
50-66,11.50,CAD,1,
65-50,9.70,CAD,1,
50-65,9.70,CAD,1,
64-50,8.65,CAD,1,
50-64,8.65,CAD,1,
63-50,7.55,CAD,1,
50-63,7.55,CAD,1,
62-50,4.40,CAD,1,
50-62,4.40,CAD,1,
61-50,5.75,CAD,1,
50-61,5.75,CAD,1,
60-50,4.40,CAD,1,
50-60,4.40,CAD,1,
59-50,9.35,CAD,1,
50-59,9.35,CAD,1,
58-50,14.65,CAD,1,
50-58,14.65,CAD,1,
56-50,4.40,CAD,1,
50-56,4.40,CAD,1,
55-50,15.95,CAD,1,
50-55,15.95,CAD,1,
54-50,18.80,CAD,1,
50-54,18.80,CAD,1,
53-50,17.50,CAD,1,
50-53,17.50,CAD,1,
52-50,16.00,CAD,1,
50-52,16.00,CAD,1,
51-50,14.95,CAD,1,
50-51,14.95,CAD,1,
50-50,4.40,CAD,1,
98-49,35.75,CAD,1,
49-98,35.75,CAD,1,
97-49,40.00,CAD,1,
49-97,40.00,CAD,1,
96-49,39.75,CAD,1,
49-96,39.75,CAD,1,
95-49,38.50,CAD,1,
49-95,38.50,CAD,1,
94-49,36.90,CAD,1,
49-94,36.90,CAD,1,
93-49,36.25,CAD,1,
49-93,36.25,CAD,1,
92-49,35.00,CAD,1,
49-92,35.00,CAD,1,
91-49,34.50,CAD,1,
49-91,34.50,CAD,1,
90-49,33.75,CAD,1,
49-90,33.75,CAD,1,
89-49,33.25,CAD,1,
49-89,33.25,CAD,1,
88-49,36.50,CAD,1,
49-88,36.50,CAD,1,
87-49,34.50,CAD,1,
49-87,34.50,CAD,1,
86-49,34.25,CAD,1,
49-86,34.25,CAD,1,
85-49,28.00,CAD,1,
49-85,28.00,CAD,1,
84-49,30.00,CAD,1,
49-84,30.00,CAD,1,
83-49,28.50,CAD,1,
49-83,28.50,CAD,1,
82-49,28.00,CAD,1,
49-82,28.00,CAD,1,
81-49,27.00,CAD,1,
49-81,27.00,CAD,1,
80-49,26.00,CAD,1,
49-80,26.00,CAD,1,
79-49,29.75,CAD,1,
49-79,29.75,CAD,1,
78-49,35.25,CAD,1,
49-78,35.25,CAD,1,
77-49,32.00,CAD,1,
49-77,32.00,CAD,1,
76-49,38.00,CAD,1,
49-76,38.00,CAD,1,
75-49,36.20,CAD,1,
49-75,36.20,CAD,1,
74-49,36.00,CAD,1,
49-74,36.00,CAD,1,
73-49,34.50,CAD,1,
49-73,34.50,CAD,1,
72-49,34.00,CAD,1,
49-72,34.00,CAD,1,
71-49,33.60,CAD,1,
49-71,33.60,CAD,1,
70-49,33.25,CAD,1,
49-70,33.25,CAD,1,
69-49,41.00,CAD,1,
49-69,41.00,CAD,1,
68-49,40.75,CAD,1,
49-68,40.75,CAD,1,
67-49,40.00,CAD,1,
49-67,40.00,CAD,1,
66-49,39.50,CAD,1,
49-66,39.50,CAD,1,
65-49,38.25,CAD,1,
49-65,38.25,CAD,1,
64-49,37.00,CAD,1,
49-64,37.00,CAD,1,
63-49,36.25,CAD,1,
49-63,36.25,CAD,1,
62-49,34.75,CAD,1,
49-62,34.75,CAD,1,
61-49,33.75,CAD,1,
49-61,33.75,CAD,1,
60-49,33.75,CAD,1,
49-60,33.75,CAD,1,
59-49,29.50,CAD,1,
49-59,29.50,CAD,1,
58-49,32.75,CAD,1,
49-58,32.75,CAD,1,
56-49,32.00,CAD,1,
49-56,32.00,CAD,1,
55-49,43.75,CAD,1,
49-55,43.75,CAD,1,
54-49,43.00,CAD,1,
49-54,43.00,CAD,1,
53-49,42.00,CAD,1,
49-53,42.00,CAD,1,
52-49,40.50,CAD,1,
49-52,40.50,CAD,1,
51-49,38.00,CAD,1,
49-51,38.00,CAD,1,
50-49,34.25,CAD,1,
49-50,34.25,CAD,1,
49-49,4.40,CAD,1,
98-48,31.75,CAD,1,
48-98,31.75,CAD,1,
97-48,36.25,CAD,1,
48-97,36.25,CAD,1,
96-48,35.70,CAD,1,
48-96,35.70,CAD,1,
95-48,35.45,CAD,1,
48-95,35.45,CAD,1,
94-48,35.10,CAD,1,
48-94,35.10,CAD,1,
93-48,34.50,CAD,1,
48-93,34.50,CAD,1,
92-48,33.10,CAD,1,
48-92,33.10,CAD,1,
91-48,32.50,CAD,1,
48-91,32.50,CAD,1,
90-48,31.75,CAD,1,
48-90,31.75,CAD,1,
89-48,31.00,CAD,1,
48-89,31.00,CAD,1,
88-48,34.00,CAD,1,
48-88,34.00,CAD,1,
87-48,31.75,CAD,1,
48-87,31.75,CAD,1,
86-48,31.50,CAD,1,
48-86,31.50,CAD,1,
85-48,24.75,CAD,1,
48-85,24.75,CAD,1,
84-48,27.00,CAD,1,
48-84,27.00,CAD,1,
83-48,25.50,CAD,1,
48-83,25.50,CAD,1,
82-48,24.75,CAD,1,
48-82,24.75,CAD,1,
81-48,24.00,CAD,1,
48-81,24.00,CAD,1,
80-48,23.00,CAD,1,
48-80,23.00,CAD,1,
79-48,26.50,CAD,1,
48-79,26.50,CAD,1,
78-48,31.50,CAD,1,
48-78,31.50,CAD,1,
77-48,30.00,CAD,1,
48-77,30.00,CAD,1,
76-48,36.50,CAD,1,
48-76,36.50,CAD,1,
75-48,35.00,CAD,1,
48-75,35.00,CAD,1,
74-48,34.75,CAD,1,
48-74,34.75,CAD,1,
73-48,33.00,CAD,1,
48-73,33.00,CAD,1,
72-48,32.50,CAD,1,
48-72,32.50,CAD,1,
71-48,32.00,CAD,1,
48-71,32.00,CAD,1,
70-48,31.60,CAD,1,
48-70,31.60,CAD,1,
69-48,36.25,CAD,1,
48-69,36.25,CAD,1,
68-48,36.00,CAD,1,
48-68,36.00,CAD,1,
67-48,35.10,CAD,1,
48-67,35.10,CAD,1,
66-48,34.50,CAD,1,
48-66,34.50,CAD,1,
65-48,33.25,CAD,1,
48-65,33.25,CAD,1,
64-48,32.50,CAD,1,
48-64,32.50,CAD,1,
63-48,32.10,CAD,1,
48-63,32.10,CAD,1,
62-48,32.00,CAD,1,
48-62,32.00,CAD,1,
61-48,31.00,CAD,1,
48-61,31.00,CAD,1,
60-48,30.90,CAD,1,
48-60,30.90,CAD,1,
59-48,26.00,CAD,1,
48-59,26.00,CAD,1,
58-48,31.00,CAD,1,
48-58,31.00,CAD,1,
56-48,30.00,CAD,1,
48-56,30.00,CAD,1,
55-48,39.00,CAD,1,
48-55,39.00,CAD,1,
54-48,38.00,CAD,1,
48-54,38.00,CAD,1,
53-48,37.00,CAD,1,
48-53,37.00,CAD,1,
52-48,35.50,CAD,1,
48-52,35.50,CAD,1,
51-48,34.50,CAD,1,
48-51,34.50,CAD,1,
50-48,30.95,CAD,1,
48-50,30.95,CAD,1,
49-48,10.00,CAD,1,
48-49,10.00,CAD,1,
48-48,4.40,CAD,1,
98-47,29.00,CAD,1,
47-98,29.00,CAD,1,
97-47,33.50,CAD,1,
47-97,33.50,CAD,1,
96-47,32.85,CAD,1,
47-96,32.85,CAD,1,
95-47,32.50,CAD,1,
47-95,32.50,CAD,1,
94-47,32.00,CAD,1,
47-94,32.00,CAD,1,
93-47,31.50,CAD,1,
47-93,31.50,CAD,1,
92-47,30.10,CAD,1,
47-92,30.10,CAD,1,
91-47,29.50,CAD,1,
47-91,29.50,CAD,1,
90-47,28.75,CAD,1,
47-90,28.75,CAD,1,
89-47,28.00,CAD,1,
47-89,28.00,CAD,1,
88-47,31.50,CAD,1,
47-88,31.50,CAD,1,
87-47,29.25,CAD,1,
47-87,29.25,CAD,1,
86-47,29.00,CAD,1,
47-86,29.00,CAD,1,
85-47,23.25,CAD,1,
47-85,23.25,CAD,1,
84-47,25.90,CAD,1,
47-84,25.90,CAD,1,
83-47,24.30,CAD,1,
47-83,24.30,CAD,1,
82-47,23.25,CAD,1,
47-82,23.25,CAD,1,
81-47,22.25,CAD,1,
47-81,22.25,CAD,1,
80-47,21.25,CAD,1,
47-80,21.25,CAD,1,
79-47,24.25,CAD,1,
47-79,24.25,CAD,1,
78-47,28.75,CAD,1,
47-78,28.75,CAD,1,
77-47,27.50,CAD,1,
47-77,27.50,CAD,1,
76-47,33.50,CAD,1,
47-76,33.50,CAD,1,
75-47,32.25,CAD,1,
47-75,32.25,CAD,1,
74-47,32.00,CAD,1,
47-74,32.00,CAD,1,
73-47,30.50,CAD,1,
47-73,30.50,CAD,1,
72-47,30.00,CAD,1,
47-72,30.00,CAD,1,
71-47,29.60,CAD,1,
47-71,29.60,CAD,1,
70-47,29.15,CAD,1,
47-70,29.15,CAD,1,
69-47,33.80,CAD,1,
47-69,33.80,CAD,1,
68-47,33.40,CAD,1,
47-68,33.40,CAD,1,
67-47,32.50,CAD,1,
47-67,32.50,CAD,1,
66-47,31.90,CAD,1,
47-66,31.90,CAD,1,
65-47,30.60,CAD,1,
47-65,30.60,CAD,1,
64-47,29.75,CAD,1,
47-64,29.75,CAD,1,
63-47,29.25,CAD,1,
47-63,29.25,CAD,1,
62-47,29.00,CAD,1,
47-62,29.00,CAD,1,
61-47,28.00,CAD,1,
47-61,28.00,CAD,1,
60-47,27.90,CAD,1,
47-60,27.90,CAD,1,
59-47,24.00,CAD,1,
47-59,24.00,CAD,1,
58-47,28.00,CAD,1,
47-58,28.00,CAD,1,
56-47,27.00,CAD,1,
47-56,27.00,CAD,1,
55-47,36.50,CAD,1,
47-55,36.50,CAD,1,
54-47,35.50,CAD,1,
47-54,35.50,CAD,1,
53-47,34.25,CAD,1,
47-53,34.25,CAD,1,
52-47,32.75,CAD,1,
47-52,32.75,CAD,1,
51-47,31.75,CAD,1,
47-51,31.75,CAD,1,
50-47,28.00,CAD,1,
47-50,28.00,CAD,1,
49-47,12.50,CAD,1,
47-49,12.50,CAD,1,
48-47,7.50,CAD,1,
47-48,7.50,CAD,1,
47-47,4.40,CAD,1,
98-46,9.65,CAD,1,
46-98,9.65,CAD,1,
97-46,21.25,CAD,1,
46-97,21.25,CAD,1,
96-46,20.25,CAD,1,
46-96,20.25,CAD,1,
95-46,19.65,CAD,1,
46-95,19.65,CAD,1,
94-46,19.10,CAD,1,
46-94,19.10,CAD,1,
93-46,18.35,CAD,1,
46-93,18.35,CAD,1,
92-46,17.50,CAD,1,
46-92,17.50,CAD,1,
91-46,16.85,CAD,1,
46-91,16.85,CAD,1,
90-46,14.60,CAD,1,
46-90,14.60,CAD,1,
89-46,14.55,CAD,1,
46-89,14.55,CAD,1,
88-46,17.85,CAD,1,
46-88,17.85,CAD,1,
87-46,16.35,CAD,1,
46-87,16.35,CAD,1,
86-46,15.60,CAD,1,
46-86,15.60,CAD,1,
85-46,26.55,CAD,1,
46-85,26.55,CAD,1,
84-46,28.95,CAD,1,
46-84,28.95,CAD,1,
83-46,26.80,CAD,1,
46-83,26.80,CAD,1,
82-46,24.35,CAD,1,
46-82,24.35,CAD,1,
81-46,23.65,CAD,1,
46-81,23.65,CAD,1,
80-46,22.25,CAD,1,
46-80,22.25,CAD,1,
79-46,14.55,CAD,1,
46-79,14.55,CAD,1,
78-46,10.15,CAD,1,
46-78,10.15,CAD,1,
77-46,13.35,CAD,1,
46-77,13.35,CAD,1,
76-46,21.70,CAD,1,
46-76,21.70,CAD,1,
75-46,21.05,CAD,1,
46-75,21.05,CAD,1,
74-46,20.05,CAD,1,
46-74,20.05,CAD,1,
73-46,19.00,CAD,1,
46-73,19.00,CAD,1,
72-46,18.50,CAD,1,
46-72,18.50,CAD,1,
71-46,18.35,CAD,1,
46-71,18.35,CAD,1,
70-46,18.15,CAD,1,
46-70,18.15,CAD,1,
69-46,14.20,CAD,1,
46-69,14.20,CAD,1,
68-46,13.50,CAD,1,
46-68,13.50,CAD,1,
67-46,5.50,CAD,1,
46-67,5.50,CAD,1,
66-46,11.90,CAD,1,
46-66,11.90,CAD,1,
65-46,10.15,CAD,1,
46-65,10.15,CAD,1,
64-46,5.90,CAD,1,
46-64,5.90,CAD,1,
63-46,9.15,CAD,1,
46-63,9.15,CAD,1,
62-46,10.15,CAD,1,
46-62,10.15,CAD,1,
61-46,11.50,CAD,1,
46-61,11.50,CAD,1,
60-46,11.85,CAD,1,
46-60,11.85,CAD,1,
59-46,14.55,CAD,1,
46-59,14.55,CAD,1,
58-46,19.20,CAD,1,
46-58,19.20,CAD,1,
56-46,17.70,CAD,1,
46-56,17.70,CAD,1,
55-46,11.15,CAD,1,
46-55,11.15,CAD,1,
54-46,14.65,CAD,1,
46-54,14.65,CAD,1,
53-46,16.20,CAD,1,
46-53,16.20,CAD,1,
52-46,17.25,CAD,1,
46-52,17.25,CAD,1,
51-46,18.35,CAD,1,
46-51,18.35,CAD,1,
50-46,11.50,CAD,1,
46-50,11.50,CAD,1,
49-46,39.50,CAD,1,
46-49,39.50,CAD,1,
48-46,34.75,CAD,1,
46-48,34.75,CAD,1,
47-46,32.00,CAD,1,
46-47,32.00,CAD,1,
46-46,4.40,CAD,1,
98-45,8.15,CAD,1,
45-98,8.15,CAD,1,
97-45,19.95,CAD,1,
45-97,19.95,CAD,1,
96-45,18.85,CAD,1,
45-96,18.85,CAD,1,
95-45,18.35,CAD,1,
45-95,18.35,CAD,1,
94-45,17.70,CAD,1,
45-94,17.70,CAD,1,
93-45,17.00,CAD,1,
45-93,17.00,CAD,1,
92-45,16.20,CAD,1,
45-92,16.20,CAD,1,
91-45,15.50,CAD,1,
45-91,15.50,CAD,1,
90-45,13.25,CAD,1,
45-90,13.25,CAD,1,
89-45,13.20,CAD,1,
45-89,13.20,CAD,1,
88-45,16.45,CAD,1,
45-88,16.45,CAD,1,
87-45,14.95,CAD,1,
45-87,14.95,CAD,1,
86-45,14.25,CAD,1,
45-86,14.25,CAD,1,
85-45,25.20,CAD,1,
45-85,25.20,CAD,1,
84-45,27.60,CAD,1,
45-84,27.60,CAD,1,
83-45,25.45,CAD,1,
45-83,25.45,CAD,1,
82-45,23.00,CAD,1,
45-82,23.00,CAD,1,
81-45,22.25,CAD,1,
45-81,22.25,CAD,1,
80-45,20.85,CAD,1,
45-80,20.85,CAD,1,
79-45,13.20,CAD,1,
45-79,13.20,CAD,1,
78-45,8.65,CAD,1,
45-78,8.65,CAD,1,
77-45,12.00,CAD,1,
45-77,12.00,CAD,1,
76-45,20.35,CAD,1,
45-76,20.35,CAD,1,
75-45,19.65,CAD,1,
45-75,19.65,CAD,1,
74-45,18.65,CAD,1,
45-74,18.65,CAD,1,
73-45,17.65,CAD,1,
45-73,17.65,CAD,1,
72-45,17.15,CAD,1,
45-72,17.15,CAD,1,
71-45,17.00,CAD,1,
45-71,17.00,CAD,1,
70-45,16.70,CAD,1,
45-70,16.70,CAD,1,
69-45,12.70,CAD,1,
45-69,12.70,CAD,1,
68-45,12.15,CAD,1,
45-68,12.15,CAD,1,
67-45,11.20,CAD,1,
45-67,11.20,CAD,1,
66-45,10.15,CAD,1,
45-66,10.15,CAD,1,
65-45,8.65,CAD,1,
45-65,8.65,CAD,1,
64-45,4.40,CAD,1,
45-64,4.40,CAD,1,
63-45,5.90,CAD,1,
45-63,5.90,CAD,1,
62-45,8.65,CAD,1,
45-62,8.65,CAD,1,
61-45,9.70,CAD,1,
45-61,9.70,CAD,1,
60-45,10.05,CAD,1,
45-60,10.05,CAD,1,
59-45,13.20,CAD,1,
45-59,13.20,CAD,1,
58-45,17.85,CAD,1,
45-58,17.85,CAD,1,
56-45,16.40,CAD,1,
45-56,16.40,CAD,1,
55-45,12.30,CAD,1,
